pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
EN-JA,EN + JA docs,embed,50.0,31.1936,36.487,0.9472,29.6347,32.7525,29.3357,33.0516,25.7911,49.4104,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-172037-agg.csv
EN-JA,EN + JA docs,embed,70.0,29.2268,36.3441,0.9434,27.674,30.7796,27.3762,31.0775,24.2563,46.0467,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-172049-agg.csv
EN-JA,EN + JA docs,embed,90.0,28.2515,36.2118,0.94,26.7044,29.7987,26.4076,30.0954,23.6149,44.1936,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-172100-agg.csv
EN-JA,EN + JA docs,embed,100.0,27.4244,35.64,0.9252,25.9016,28.9471,25.6096,29.2391,22.7959,43.3625,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-172112-agg.csv
EN-JA,EN docs,embed,0.0,33.6319,37.2991,0.9682,32.0383,35.2255,31.7326,35.5311,28.1944,52.0384,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-223434-agg.csv
EN-JA,EN docs,embed,10.0,33.6617,37.4293,0.9716,32.0626,35.2609,31.7558,35.5676,28.2765,51.8699,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-223451-agg.csv
EN-JA,EN docs,embed,30.0,33.2605,36.9342,0.9588,31.6825,34.8385,31.3799,35.1412,27.7104,52.0384,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-223506-agg.csv
EN-JA,EN docs,embed,50.0,31.8584,36.4145,0.9453,30.3026,33.4142,30.0042,33.7126,26.3157,50.4212,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-223519-agg.csv
EN-JA,EN docs,embed,70.0,28.6636,35.5585,0.9231,27.1444,30.1829,26.853,30.4743,23.4803,46.2433,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-223535-agg.csv
EN-JA,EN docs,embed,90.0,24.2369,34.1144,0.8856,22.7793,25.6944,22.4998,25.974,19.6688,39.7181,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-223547-agg.csv
EN-JA,EN docs,embed,100.0,21.5739,32.9975,0.8566,20.1641,22.9837,19.8937,23.2541,17.4759,35.6413,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-223555-agg.csv
EN-JA,JA docs,embed,0.0,21.4343,32.9322,0.8549,20.0273,22.8414,19.7574,23.1112,17.4633,34.9281,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-183335-agg.csv
EN-JA,JA docs,embed,10.0,23.4752,34.1247,0.8858,22.0173,24.9332,21.7376,25.2129,19.2967,37.8257,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-183347-agg.csv
EN-JA,JA docs,embed,30.0,26.5715,35.7542,0.9281,25.0439,28.0991,24.7509,28.3921,22.0984,41.6161,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-183400-agg.csv
EN-JA,JA docs,embed,50.0,28.0335,36.1794,0.9392,26.4877,29.5792,26.1912,29.8757,23.3259,43.9072,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-183412-agg.csv
EN-JA,JA docs,embed,70.0,28.4353,36.3894,0.9446,26.8805,29.99,26.5823,30.2882,23.7857,44.3284,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-183425-agg.csv
EN-JA,JA docs,embed,90.0,27.7593,36.1422,0.9382,26.2152,29.3035,25.919,29.5997,23.2737,43.2615,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-183438-agg.csv
EN-JA,JA docs,embed,100.0,27.2089,35.6889,0.9264,25.6841,28.7337,25.3916,29.0262,22.658,42.8908,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-183450-agg.csv
EN-NL,EN + NL docs,embed,0.0,33.6298,37.3204,0.9688,32.0353,35.2244,31.7295,35.5302,28.2332,52.0384,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-182152-agg.csv
EN-NL,EN + NL docs,embed,10.0,33.7136,37.2813,0.9678,32.1208,35.3065,31.8153,35.612,28.2877,52.1732,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-182203-agg.csv
EN-NL,EN + NL docs,embed,30.0,33.3653,37.0978,0.963,31.7803,34.9503,31.4763,35.2543,27.9661,51.6341,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-182213-agg.csv
EN-NL,EN + NL docs,embed,50.0,32.8748,37.066,0.9622,31.2912,34.4585,30.9874,34.7622,27.533,50.9715,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-182224-agg.csv
EN-NL,EN + NL docs,embed,70.0,31.9375,37.156,0.9645,30.35,33.525,30.0455,33.8294,26.7772,49.4216,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-182234-agg.csv
EN-NL,EN + NL docs,embed,90.0,30.7114,36.9935,0.9603,29.1309,32.2919,28.8277,32.5951,25.6499,47.6864,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-182245-agg.csv
EN-NL,EN + NL docs,embed,100.0,29.4208,36.3915,0.9447,27.866,30.9757,27.5678,31.2739,24.4285,46.0355,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-182256-agg.csv
EN-NL,EN docs,embed,0.0,33.6319,37.2991,0.9682,32.0383,35.2255,31.7326,35.5311,28.1944,52.0384,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-200309-agg.csv
EN-NL,EN docs,embed,10.0,33.6431,37.232,0.9665,32.0524,35.2339,31.7473,35.539,28.2281,52.1058,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-200322-agg.csv
EN-NL,EN docs,embed,30.0,33.4277,37.0878,0.9628,31.8431,35.0123,31.5392,35.3162,28.0483,51.8363,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-200333-agg.csv
EN-NL,EN docs,embed,50.0,32.9847,37.0592,0.962,31.4013,34.568,31.0976,34.8717,27.5477,51.3309,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-200345-agg.csv
EN-NL,EN docs,embed,70.0,31.2541,36.7666,0.9544,29.6833,32.825,29.382,33.1262,25.9429,49.0173,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-200359-agg.csv
EN-NL,EN docs,embed,90.0,27.9862,35.9153,0.9323,26.4517,29.5207,26.1574,29.815,23.2283,43.8286,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-200412-agg.csv
EN-NL,EN docs,embed,100.0,26.6514,35.3706,0.9182,25.1402,28.1626,24.8504,28.4525,22.0662,42.2114,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-200427-agg.csv
EN-NL,NL docs,embed,0.0,27.7661,36.1782,0.9391,26.2203,29.3118,25.9239,29.6082,23.2043,43.3906,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-200612-agg.csv
EN-NL,NL docs,embed,10.0,28.6797,36.3442,0.9434,27.1269,30.2325,26.8291,30.5304,23.9305,45.1426,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-200626-agg.csv
EN-NL,NL docs,embed,30.0,30.0749,36.8558,0.9567,28.5002,31.6495,28.1982,31.9516,25.1865,46.423,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-200640-agg.csv
EN-NL,NL docs,embed,50.0,30.6522,37.1729,0.965,29.064,32.2404,28.7594,32.5451,25.8258,47.0126,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-200657-agg.csv
EN-NL,NL docs,embed,70.0,30.5104,37.2521,0.967,28.9188,32.102,28.6136,32.4073,25.6241,46.743,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-200711-agg.csv
EN-NL,NL docs,embed,90.0,29.6508,36.8918,0.9577,28.0746,31.227,27.7723,31.5293,24.8683,45.867,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-200728-agg.csv
EN-NL,NL docs,embed,100.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-200745-agg.csv
EN-PT,EN + PT docs,embed,0.0,33.6747,37.0855,0.9627,32.0902,35.2592,31.7863,35.5631,28.1865,52.4764,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-191653-agg.csv
EN-PT,EN + PT docs,embed,10.0,33.7375,37.1791,0.9651,32.1491,35.326,31.8444,35.6307,28.3146,52.409,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-191704-agg.csv
EN-PT,EN + PT docs,embed,30.0,33.3839,37.1473,0.9643,31.7968,34.9711,31.4924,35.2755,28.0475,51.8363,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-191715-agg.csv
EN-PT,EN + PT docs,embed,50.0,32.7766,37.0596,0.962,31.1932,34.3599,30.8895,34.6636,27.4438,51.095,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-191726-agg.csv
EN-PT,EN + PT docs,embed,70.0,31.3549,36.9075,0.9581,29.7781,32.9318,29.4756,33.2343,26.1739,49.0847,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-191737-agg.csv
EN-PT,EN + PT docs,embed,90.0,29.4979,36.0844,0.9367,27.9562,31.0396,27.6604,31.3353,24.3862,47.0407,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-191748-agg.csv
EN-PT,EN + PT docs,embed,100.0,28.9925,36.2587,0.9412,27.4434,30.5417,27.1462,30.8388,24.0695,45.8951,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-191759-agg.csv
EN-PT,EN docs,embed,0.0,33.6319,37.2991,0.9682,32.0383,35.2255,31.7326,35.5311,28.1944,52.0384,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-205210-agg.csv
EN-PT,EN docs,embed,10.0,33.6492,37.2939,0.9681,32.0558,35.2425,31.7502,35.5482,28.2815,52.1058,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-205226-agg.csv
EN-PT,EN docs,embed,30.0,33.4457,37.2345,0.9666,31.8548,35.0365,31.5497,35.3416,28.1663,51.7689,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-205239-agg.csv
EN-PT,EN docs,embed,50.0,32.8508,37.1891,0.9654,31.2619,34.4397,30.9571,34.7444,27.6607,51.0276,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-205251-agg.csv
EN-PT,EN docs,embed,70.0,30.5228,36.6481,0.9513,28.957,32.0886,28.6567,32.3889,25.5685,47.7931,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-205304-agg.csv
EN-PT,EN docs,embed,90.0,27.415,35.7707,0.9286,25.8867,28.9433,25.5935,29.2364,22.8218,43.2671,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-205318-agg.csv
EN-PT,EN docs,embed,100.0,25.5994,35.3098,0.9166,24.0908,27.108,23.8015,27.3974,21.38,40.201,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-205332-agg.csv
EN-PT,PT docs,embed,0.0,27.2743,35.3399,0.9174,25.7644,28.7842,25.4748,29.0738,22.3549,43.9016,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-220429-agg.csv
EN-PT,PT docs,embed,10.0,27.9838,35.2104,0.914,26.4795,29.4882,26.1909,29.7767,22.8009,45.4515,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-220452-agg.csv
EN-PT,PT docs,embed,30.0,29.293,35.8787,0.9314,27.76,30.8259,27.466,31.1199,24.0794,46.9677,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-220515-agg.csv
EN-PT,PT docs,embed,50.0,30.356,36.2482,0.941,28.8073,31.9047,28.5103,32.2018,24.9985,48.5737,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-220526-agg.csv
EN-PT,PT docs,embed,70.0,30.0026,36.2293,0.9405,28.4547,31.5505,28.1578,31.8474,24.7301,48.0458,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-220536-agg.csv
EN-PT,PT docs,embed,90.0,29.2092,35.9359,0.9328,27.6738,30.7445,27.3793,31.039,23.9899,47.0013,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-220545-agg.csv
EN-PT,PT docs,embed,100.0,28.7125,36.0092,0.9348,27.174,30.251,26.8789,30.546,23.7621,45.8895,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-220554-agg.csv
EN-RU,EN + RU docs,embed,0.0,33.5322,37.2152,0.9661,31.9421,35.1222,31.6372,35.4271,28.1376,51.971,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-201945-agg.csv
EN-RU,EN + RU docs,embed,10.0,33.6472,37.2077,0.9659,32.0575,35.2369,31.7526,35.5418,28.1993,52.2743,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-201956-agg.csv
EN-RU,EN + RU docs,embed,30.0,33.2062,37.0028,0.9605,31.6252,34.7871,31.322,35.0903,27.7483,52.0047,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-202008-agg.csv
EN-RU,EN + RU docs,embed,50.0,31.8147,36.9275,0.9586,30.237,33.3924,29.9344,33.695,26.571,49.8147,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-202032-agg.csv
EN-RU,EN + RU docs,embed,70.0,30.1973,36.1848,0.9393,28.6513,31.7433,28.3548,32.0398,24.9254,48.2087,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-202043-agg.csv
EN-RU,EN + RU docs,embed,90.0,28.5595,35.9248,0.9326,27.0246,30.0943,26.7302,30.3887,23.4944,45.7491,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-202054-agg.csv
EN-RU,EN + RU docs,embed,100.0,27.7235,35.733,0.9276,26.1968,29.2502,25.904,29.543,22.8234,44.3003,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-202121-agg.csv
EN-RU,EN docs,embed,0.0,33.6319,37.2991,0.9682,32.0383,35.2255,31.7326,35.5311,28.1944,52.0384,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-215904-agg.csv
EN-RU,EN docs,embed,10.0,33.7587,37.3195,0.9688,32.1642,35.3532,31.8584,35.659,28.3271,52.3416,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-215916-agg.csv
EN-RU,EN docs,embed,30.0,33.3858,36.9808,0.96,31.8058,34.9658,31.5027,35.2688,27.8328,52.3416,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-215928-agg.csv
EN-RU,EN docs,embed,50.0,32.1737,36.6707,0.9519,30.607,33.7405,30.3065,34.041,26.7262,50.7244,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-215940-agg.csv
EN-RU,EN docs,embed,70.0,29.8279,36.3795,0.9444,28.2735,31.3822,27.9754,31.6803,24.7365,47.0294,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-215954-agg.csv
EN-RU,EN docs,embed,90.0,25.9508,34.8903,0.9057,24.4601,27.4414,24.1742,27.7274,21.2443,41.852,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-220007-agg.csv
EN-RU,EN docs,embed,100.0,23.7681,34.0208,0.8831,22.3146,25.2217,22.0358,25.5005,19.3329,38.7972,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-220021-agg.csv
EN-RU,RU docs,embed,0.0,24.287,34.8835,0.9055,22.7966,25.7774,22.5107,26.0632,20.1171,38.668,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-222735-agg.csv
EN-RU,RU docs,embed,10.0,25.7636,35.525,0.9222,24.2458,27.2814,23.9547,27.5726,21.3928,40.8243,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-222747-agg.csv
EN-RU,RU docs,embed,30.0,28.3022,36.0283,0.9352,26.7628,29.8415,26.4676,30.1367,23.3068,45.3279,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-222759-agg.csv
EN-RU,RU docs,embed,50.0,29.1501,36.3781,0.9443,27.5958,30.7043,27.2977,31.0024,24.2235,45.985,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-222811-agg.csv
EN-RU,RU docs,embed,70.0,28.7793,36.3157,0.9427,27.2277,30.3309,26.9301,30.6285,23.9103,45.3448,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-222824-agg.csv
EN-RU,RU docs,embed,90.0,27.8561,35.6754,0.9261,26.3318,29.3803,26.0395,29.6726,22.8515,44.7383,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-222836-agg.csv
EN-RU,RU docs,embed,100.0,27.1639,35.4693,0.9207,25.6485,28.6794,25.3579,28.97,22.2174,43.7275,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-222848-agg.csv
EN-VI,EN + VI docs,embed,0.0,33.5941,37.1562,0.9645,32.0066,35.1816,31.7021,35.4861,28.2174,52.1058,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-211207-agg.csv
EN-VI,EN + VI docs,embed,10.0,33.3664,36.8525,0.9566,31.7919,34.9409,31.4899,35.2429,27.824,52.3753,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-211218-agg.csv
EN-VI,EN + VI docs,embed,30.0,33.0457,36.8233,0.9559,31.4724,34.619,31.1707,34.9207,27.4946,52.1507,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-211230-agg.csv
EN-VI,EN + VI docs,embed,50.0,30.899,36.177,0.9391,29.3533,32.4446,29.0568,32.7411,25.54,49.2195,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-211240-agg.csv
EN-VI,EN + VI docs,embed,70.0,28.6754,35.7623,0.9283,27.1474,30.2033,26.8544,30.4964,23.6523,45.7098,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-211252-agg.csv
EN-VI,EN + VI docs,embed,90.0,26.9531,36.0359,0.9354,25.4135,28.4928,25.1182,28.7881,22.6802,41.633,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-211303-agg.csv
EN-VI,EN + VI docs,embed,100.0,26.3058,36.2873,0.942,24.7554,27.8561,24.458,28.1535,22.3904,39.9146,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-211315-agg.csv
EN-VI,EN docs,embed,0.0,33.6319,37.2991,0.9682,32.0383,35.2255,31.7326,35.5311,28.1944,52.0384,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-050306-agg.csv
EN-VI,EN docs,embed,10.0,33.4424,37.0899,0.9628,31.8577,35.0271,31.5538,35.331,27.9391,52.1395,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-050319-agg.csv
EN-VI,EN docs,embed,30.0,33.248,36.9892,0.9602,31.6676,34.8283,31.3645,35.1315,27.7432,52.2406,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-050333-agg.csv
EN-VI,EN docs,embed,50.0,31.5942,36.3835,0.9445,30.0397,33.1487,29.7416,33.4468,26.0819,50.3201,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-050346-agg.csv
EN-VI,EN docs,embed,70.0,28.0315,35.8824,0.9315,26.4984,29.5646,26.2044,29.8586,23.2186,44.5699,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-050359-agg.csv
EN-VI,EN docs,embed,90.0,23.0181,34.1267,0.8859,21.56,24.4761,21.2804,24.7558,18.9472,36.6128,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-050413-agg.csv
EN-VI,EN docs,embed,100.0,21.1891,33.5233,0.8702,19.7568,22.6214,19.4821,22.8961,17.6034,33.4793,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-050425-agg.csv
EN-VI,VI docs,embed,0.0,24.759,34.8732,0.9053,23.269,26.2489,22.9833,26.5347,20.513,39.3138,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-010215-agg.csv
EN-VI,VI docs,embed,10.0,25.8644,35.2912,0.9161,24.3566,27.3723,24.0674,27.6615,21.4157,40.8356,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-010229-agg.csv
EN-VI,VI docs,embed,30.0,27.7429,35.8705,0.9312,26.2104,29.2755,25.9164,29.5694,23.0274,43.6882,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-010242-agg.csv
EN-VI,VI docs,embed,50.0,28.4526,35.9576,0.9334,26.9163,29.9889,26.6216,30.2835,23.523,44.9686,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-010254-agg.csv
EN-VI,VI docs,embed,70.0,28.1711,35.9736,0.9338,26.6341,29.7081,26.3393,30.0029,23.4254,44.3958,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-010306-agg.csv
EN-VI,VI docs,embed,90.0,26.7916,36.2193,0.9402,25.2442,28.3391,24.9474,28.6359,22.6253,40.9591,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-010318-agg.csv
EN-VI,VI docs,embed,100.0,26.1947,36.1994,0.9397,24.6481,27.7414,24.3515,28.038,22.1988,39.9146,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-010330-agg.csv
EN-ZH,EN + ZH docs,embed,0.0,33.5275,37.2544,0.9671,31.9358,35.1192,31.6305,35.4245,28.16,51.971,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-221957-agg.csv
EN-ZH,EN + ZH docs,embed,10.0,33.2397,37.0376,0.9614,31.6572,34.8221,31.3537,35.1256,27.8327,51.8699,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-222023-agg.csv
EN-ZH,EN + ZH docs,embed,30.0,32.1175,36.444,0.946,30.5604,33.6745,30.2617,33.9732,26.6468,50.9939,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-222049-agg.csv
EN-ZH,EN + ZH docs,embed,50.0,29.3669,35.7555,0.9282,27.8393,30.8946,27.5463,31.1876,24.2419,47.2653,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-222116-agg.csv
EN-ZH,EN + ZH docs,embed,70.0,28.2168,35.5029,0.9216,26.6999,29.7336,26.409,30.0245,23.2144,45.3448,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-222143-agg.csv
