pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
FR-HI,HI docs,embed,90.0,27.3716,36.4516,0.9462,25.8143,28.929,25.5155,29.2278,22.9831,42.2956,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-144854-agg.csv
FR-HI,HI docs,embed,100.0,26.7959,36.1214,0.9377,25.2526,28.3391,24.9566,28.6351,22.4219,41.5544,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-144906-agg.csv
FR-ID,FR + ID docs,embed,0.0,30.2225,36.9249,0.9585,28.6449,31.8002,28.3423,32.1028,25.453,46.7823,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-093947-agg.csv
FR-ID,FR + ID docs,embed,10.0,30.5833,36.9032,0.958,29.0066,32.16,28.7042,32.4624,25.6747,47.591,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-094000-agg.csv
FR-ID,FR + ID docs,embed,30.0,30.6608,36.8046,0.9554,29.0883,32.2332,28.7867,32.5348,25.6463,47.8942,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-094023-agg.csv
FR-ID,FR + ID docs,embed,50.0,30.6329,36.6552,0.9515,29.0668,32.199,28.7664,32.4993,25.5596,47.9728,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-094034-agg.csv
FR-ID,FR + ID docs,embed,70.0,29.9767,36.7315,0.9535,28.4073,31.546,28.1063,31.847,25.1321,46.4005,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-094046-agg.csv
FR-ID,FR + ID docs,embed,90.0,29.69,36.6363,0.951,28.1247,31.2553,27.8245,31.5555,24.8395,46.1646,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-094058-agg.csv
FR-ID,FR + ID docs,embed,100.0,29.0254,36.1382,0.9381,27.4814,30.5694,27.1852,30.8655,24.1611,45.5919,bge-m3,mmarco-8841823-bilingual-fr-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-094109-agg.csv
FR-ID,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-155723-agg.csv
FR-ID,FR docs,embed,10.0,30.3632,36.9502,0.9592,28.7845,31.9419,28.4817,32.2447,25.461,47.153,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-155739-agg.csv
FR-ID,FR docs,embed,30.0,30.331,36.8849,0.9575,28.7551,31.9069,28.4528,32.2092,25.462,47.0519,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-155750-agg.csv
FR-ID,FR docs,embed,50.0,29.9363,36.6986,0.9526,28.3684,31.5043,28.0677,31.805,25.0741,46.5465,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-155808-agg.csv
FR-ID,FR docs,embed,70.0,27.8984,36.0323,0.9354,26.3589,29.4378,26.0636,29.7331,23.1694,43.7163,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-155824-agg.csv
FR-ID,FR docs,embed,90.0,25.3538,35.3808,0.9184,23.8422,26.8655,23.5522,27.1554,21.0101,39.8866,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-155839-agg.csv
FR-ID,FR docs,embed,100.0,23.8054,34.62,0.8987,22.3262,25.2845,22.0425,25.5682,19.6265,37.9549,bge-m3,mmarco-8841823-french-fr-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-155852-agg.csv
FR-ID,ID docs,embed,0.0,22.5041,33.67,0.874,21.0655,23.9426,20.7896,24.2185,18.4384,36.4555,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-163235-agg.csv
FR-ID,ID docs,embed,10.0,23.7714,34.2023,0.8878,22.3101,25.2327,22.0299,25.513,19.484,38.2749,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-163247-agg.csv
FR-ID,ID docs,embed,30.0,26.4111,35.4074,0.9191,24.8983,27.9238,24.6081,28.214,21.8791,41.7453,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-163300-agg.csv
FR-ID,ID docs,embed,50.0,28.1841,35.9882,0.9342,26.6465,29.7217,26.3516,30.0166,23.4321,44.2105,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-163314-agg.csv
FR-ID,ID docs,embed,70.0,28.7934,36.3153,0.9427,27.2418,30.345,26.9442,30.6426,24.0471,44.8843,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-163328-agg.csv
FR-ID,ID docs,embed,90.0,28.7704,36.088,0.9368,27.2285,30.3122,26.9328,30.608,23.9819,45.0528,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-163341-agg.csv
FR-ID,ID docs,embed,100.0,28.4534,35.8358,0.9303,26.9223,29.9845,26.6287,30.2782,23.6775,44.7832,bge-m3,mmarco-8841823-indonesian-fr-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-163354-agg.csv
FR-IT,FR + IT docs,embed,0.0,30.2669,37.187,0.9653,28.6781,31.8557,28.3733,32.1604,25.5976,46.4005,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-111817-agg.csv
FR-IT,FR + IT docs,embed,10.0,30.788,37.3166,0.9687,29.1936,32.3823,28.8878,32.6881,26.0724,47.1417,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-111830-agg.csv
FR-IT,FR + IT docs,embed,30.0,31.0401,37.1681,0.9648,29.4521,32.6281,29.1475,32.9327,26.1312,47.8493,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-111854-agg.csv
FR-IT,FR + IT docs,embed,50.0,30.5267,36.8536,0.9567,28.9521,32.1013,28.6501,32.4033,25.5889,47.4674,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-111908-agg.csv
FR-IT,FR + IT docs,embed,70.0,30.1639,36.9411,0.9589,28.5856,31.7422,28.2829,32.045,25.3387,46.5802,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-111931-agg.csv
FR-IT,FR + IT docs,embed,90.0,29.7296,36.8012,0.9553,28.1572,31.3019,27.8557,31.6035,24.9479,45.9737,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-111956-agg.csv
FR-IT,FR + IT docs,embed,100.0,29.2041,36.6056,0.9502,27.6401,30.768,27.3401,31.068,24.4603,45.2999,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-112021-agg.csv
FR-IT,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-180337-agg.csv
FR-IT,FR docs,embed,10.0,30.471,37.1053,0.9632,28.8857,32.0564,28.5816,32.3604,25.7438,46.9171,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-180349-agg.csv
FR-IT,FR docs,embed,30.0,30.7129,37.255,0.9671,29.1212,32.3046,28.8159,32.6099,25.8862,47.254,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-180402-agg.csv
FR-IT,FR docs,embed,50.0,30.1034,37.0669,0.9622,28.5198,31.6871,28.216,31.9909,25.3564,46.3668,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-180417-agg.csv
FR-IT,FR docs,embed,70.0,28.9125,36.6314,0.9509,27.3474,30.4775,27.0472,30.7777,24.3438,44.8843,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-180431-agg.csv
FR-IT,FR docs,embed,90.0,27.0047,35.9144,0.9323,25.4702,28.5391,25.1759,28.8334,22.6088,42.1496,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-180444-agg.csv
FR-IT,FR docs,embed,100.0,25.7616,35.3078,0.9165,24.2531,27.2702,23.9638,27.5595,21.4602,40.5323,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-180458-agg.csv
FR-IT,IT docs,embed,0.0,25.7134,35.5171,0.922,24.1959,27.2308,23.9048,27.5219,21.2565,40.5604,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-192814-agg.csv
FR-IT,IT docs,embed,10.0,26.7217,35.5066,0.9217,25.2046,28.2387,24.9137,28.5296,21.9252,42.8178,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-192827-agg.csv
FR-IT,IT docs,embed,30.0,28.7122,36.4122,0.9452,27.1565,30.2679,26.8581,30.5663,23.8002,45.1426,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-192842-agg.csv
FR-IT,IT docs,embed,50.0,29.6699,36.7118,0.953,28.1014,31.2384,27.8006,31.5393,24.7132,46.3106,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-192857-agg.csv
FR-IT,IT docs,embed,70.0,30.0307,36.7764,0.9547,28.4595,31.602,28.1581,31.9034,25.0538,46.861,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-192910-agg.csv
FR-IT,IT docs,embed,90.0,29.531,36.691,0.9525,27.9633,31.0986,27.6627,31.3992,24.6983,45.8839,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-192923-agg.csv
FR-IT,IT docs,embed,100.0,28.9647,36.3671,0.944,27.411,30.5185,27.1129,30.8165,24.1183,45.3448,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-192936-agg.csv
FR-JA,FR + JA docs,embed,0.0,30.0449,36.9287,0.9586,28.4671,31.6226,28.1645,31.9253,25.2888,46.4454,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-113503-agg.csv
FR-JA,FR + JA docs,embed,10.0,30.4107,36.9499,0.9592,28.832,31.9893,28.5292,32.2921,25.5271,47.0743,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-113514-agg.csv
FR-JA,FR + JA docs,embed,30.0,30.4538,36.5477,0.9487,28.8923,32.0153,28.5928,32.3148,25.3263,47.7482,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-113524-agg.csv
FR-JA,FR + JA docs,embed,50.0,29.5094,35.8943,0.9318,27.9758,31.043,27.6817,31.3372,24.2526,47.0856,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-113534-agg.csv
FR-JA,FR + JA docs,embed,70.0,28.5425,35.9768,0.9339,27.0053,30.0796,26.7105,30.3744,23.5948,45.2718,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-113544-agg.csv
FR-JA,FR + JA docs,embed,90.0,27.9414,36.0372,0.9355,26.4017,29.4811,26.1064,29.7764,23.2819,43.7893,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-113555-agg.csv
FR-JA,FR + JA docs,embed,100.0,27.5172,35.8779,0.9313,25.9844,29.0501,25.6903,29.3441,22.9599,43.2165,bge-m3,mmarco-8841823-bilingual-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-113606-agg.csv
FR-JA,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-203627-agg.csv
FR-JA,FR docs,embed,10.0,30.3772,36.9313,0.9587,28.7994,31.9551,28.4967,32.2578,25.541,47.108,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-203640-agg.csv
FR-JA,FR docs,embed,30.0,30.322,36.7285,0.9534,28.7528,31.8912,28.4518,32.1922,25.3641,47.007,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-203653-agg.csv
FR-JA,FR docs,embed,50.0,30.2177,36.7336,0.9536,28.6482,31.7871,28.3472,32.0881,25.2446,47.1417,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-203707-agg.csv
FR-JA,FR docs,embed,70.0,27.1409,35.3326,0.9172,25.6313,28.6504,25.3417,28.94,22.2451,43.6152,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-203722-agg.csv
FR-JA,FR docs,embed,90.0,22.0766,33.4338,0.8679,20.6481,23.505,20.3741,23.779,18.0908,35.7255,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-203733-agg.csv
FR-JA,FR docs,embed,100.0,19.7769,32.4771,0.8431,18.3893,21.1645,18.1232,21.4307,16.2324,31.8621,bge-m3,mmarco-8841823-french-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-203747-agg.csv
FR-JA,JA docs,embed,0.0,17.8287,31.2244,0.8105,16.4946,19.1628,16.2388,19.4186,14.5003,28.9757,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-190832-agg.csv
FR-JA,JA docs,embed,10.0,19.8418,32.3334,0.8393,18.4603,21.2232,18.1954,21.4882,16.1516,32.126,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-190842-agg.csv
FR-JA,JA docs,embed,30.0,24.2368,34.6918,0.9006,22.7546,25.719,22.4703,26.0033,19.951,38.5164,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-190855-agg.csv
FR-JA,JA docs,embed,50.0,26.8604,35.5533,0.9229,25.3414,28.3794,25.05,28.6707,22.2137,42.5202,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-190906-agg.csv
FR-JA,JA docs,embed,70.0,27.8059,35.8482,0.9306,26.2743,29.3375,25.9805,29.6313,23.0312,43.969,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-190917-agg.csv
FR-JA,JA docs,embed,90.0,27.53,35.7998,0.9293,26.0004,29.0595,25.7071,29.3529,22.9008,43.2951,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-190928-agg.csv
FR-JA,JA docs,embed,100.0,27.2089,35.6889,0.9264,25.6841,28.7337,25.3916,29.0262,22.658,42.8908,bge-m3,mmarco-8841823-japanese-fr-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-190938-agg.csv
FR-NL,FR + NL docs,embed,0.0,30.0198,36.8539,0.9567,28.4452,31.5943,28.1432,31.8964,25.2459,46.5128,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-131329-agg.csv
FR-NL,FR + NL docs,embed,10.0,30.6748,36.9232,0.9585,29.0972,32.2523,28.7946,32.5549,25.6933,47.7931,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-131341-agg.csv
FR-NL,FR + NL docs,embed,30.0,30.8864,37.076,0.9624,29.3024,32.4705,28.9985,32.7743,25.9009,47.7594,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-131352-agg.csv
FR-NL,FR + NL docs,embed,50.0,30.741,37.099,0.963,29.1559,32.326,28.8519,32.6301,25.7957,47.6247,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-131403-agg.csv
FR-NL,FR + NL docs,embed,70.0,29.997,36.9393,0.9589,28.4187,31.5752,28.116,31.8779,25.1599,46.3387,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-131414-agg.csv
FR-NL,FR + NL docs,embed,90.0,29.6005,36.9328,0.9587,28.0226,31.1785,27.7199,31.4811,24.8635,45.5638,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-131425-agg.csv
FR-NL,FR + NL docs,embed,100.0,28.9446,36.6411,0.9512,27.3791,30.5101,27.0789,30.8104,24.2747,44.6541,bge-m3,mmarco-8841823-bilingual-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-131436-agg.csv
FR-NL,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-204221-agg.csv
FR-NL,FR docs,embed,10.0,30.5096,37.0356,0.9614,28.9273,32.092,28.6238,32.3955,25.6798,47.2204,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-204240-agg.csv
FR-NL,FR docs,embed,30.0,30.7689,37.1771,0.9651,29.1805,32.3573,28.8758,32.6619,25.9008,47.3551,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-204259-agg.csv
FR-NL,FR docs,embed,50.0,30.4088,36.9908,0.9602,28.8284,31.9892,28.5253,32.2924,25.4533,47.0856,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-204319-agg.csv
FR-NL,FR docs,embed,70.0,28.1815,35.8934,0.9317,26.648,29.7151,26.3538,30.0092,23.3196,44.5923,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-204336-agg.csv
FR-NL,FR docs,embed,90.0,25.3535,34.9711,0.9078,23.8593,26.8476,23.5727,27.1342,20.8236,40.5773,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-204358-agg.csv
FR-NL,FR docs,embed,100.0,23.6305,34.4441,0.8941,22.1589,25.1021,21.8766,25.3844,19.5838,37.5618,bge-m3,mmarco-8841823-french-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-204417-agg.csv
FR-NL,NL docs,embed,0.0,23.3573,33.8793,0.8795,21.9098,24.8048,21.6321,25.0824,19.0804,37.8313,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-204902-agg.csv
FR-NL,NL docs,embed,10.0,24.9731,34.5937,0.898,23.4951,26.4511,23.2116,26.7346,20.4162,40.2909,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-204916-agg.csv
FR-NL,NL docs,embed,30.0,27.6195,35.9692,0.9337,26.0827,29.1563,25.788,29.4511,22.8089,43.6938,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-204930-agg.csv
FR-NL,NL docs,embed,50.0,29.2686,36.4342,0.9458,27.712,30.8253,27.4134,31.1239,24.2349,46.086,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-204944-agg.csv
FR-NL,NL docs,embed,70.0,29.3846,36.6893,0.9524,27.8171,30.9522,27.5164,31.2528,24.5529,45.5301,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-204956-agg.csv
FR-NL,NL docs,embed,90.0,29.1659,36.5388,0.9485,27.6048,30.727,27.3053,31.0264,24.3373,45.3279,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-205011-agg.csv
FR-NL,NL docs,embed,100.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-fr-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-205020-agg.csv
FR-PT,FR + PT docs,embed,0.0,30.2877,36.6753,0.952,28.7207,31.8546,28.4202,32.1552,25.3739,47.3551,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-133615-agg.csv
FR-PT,FR + PT docs,embed,10.0,30.6882,36.6715,0.9519,29.1215,32.255,28.8209,32.5556,25.6383,48.2311,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-133627-agg.csv
FR-PT,FR + PT docs,embed,30.0,31.0915,36.8877,0.9576,29.5155,32.6675,29.2132,32.9698,26.0943,48.4333,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-133638-agg.csv
FR-PT,FR + PT docs,embed,50.0,30.749,36.7146,0.9531,29.1804,32.3176,28.8795,32.6185,25.7675,47.8717,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-133648-agg.csv
FR-PT,FR + PT docs,embed,70.0,30.0762,36.3399,0.9433,28.5236,31.6288,28.2258,31.9266,24.8917,47.6359,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-133659-agg.csv
FR-PT,FR + PT docs,embed,90.0,29.4283,36.5124,0.9478,27.8683,30.9883,27.5691,31.2875,24.5285,46.232,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-133710-agg.csv
FR-PT,FR + PT docs,embed,100.0,28.8252,36.1961,0.9396,27.2787,30.3717,26.9821,30.6683,23.9619,45.5694,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-133722-agg.csv
FR-PT,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-213217-agg.csv
FR-PT,FR docs,embed,10.0,30.4691,36.9316,0.9587,28.8912,32.047,28.5885,32.3496,25.5678,47.4562,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-213230-agg.csv
FR-PT,FR docs,embed,30.0,30.4655,37.1032,0.9632,28.8803,32.0508,28.5763,32.3548,25.7699,46.715,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-213241-agg.csv
FR-PT,FR docs,embed,50.0,29.955,36.9996,0.9605,28.3742,31.5358,28.071,31.839,25.3348,45.8726,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-213252-agg.csv
FR-PT,FR docs,embed,70.0,28.2852,36.4888,0.9472,26.7262,29.8442,26.4272,30.1432,23.7569,43.7444,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-213307-agg.csv
FR-PT,FR docs,embed,90.0,26.0605,35.5608,0.9231,24.5412,27.5798,24.2497,27.8712,21.7617,40.8805,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-213321-agg.csv
FR-PT,FR docs,embed,100.0,25.0044,35.2009,0.9138,23.5005,26.5084,23.212,26.7968,20.7921,39.3868,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-213334-agg.csv
FR-PT,PT docs,embed,0.0,25.4483,34.8269,0.9041,23.9603,26.9362,23.6749,27.2216,20.9546,40.8805,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260209-053317-agg.csv
FR-PT,PT docs,embed,10.0,26.2504,35.1209,0.9117,24.7498,27.7509,24.462,28.0387,21.5672,42.1384,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260209-053332-agg.csv
FR-PT,PT docs,embed,30.0,28.6352,35.773,0.9286,27.1068,30.1636,26.8137,30.4568,23.5672,45.9456,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260209-053350-agg.csv
FR-PT,PT docs,embed,50.0,29.5308,36.23,0.9405,27.9829,31.0787,27.686,31.3756,24.39,47.0013,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260209-053406-agg.csv
FR-PT,PT docs,embed,70.0,29.5043,36.1386,0.9381,27.9603,31.0484,27.6642,31.3445,24.2713,47.226,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260209-053420-agg.csv
FR-PT,PT docs,embed,90.0,29.01,36.2517,0.941,27.4611,30.5588,27.1641,30.8559,24.0539,46.0243,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260209-053433-agg.csv
