dataset,docs_size,num_bands,exp_tag,exp_type,block,doc_lang,query_lang_a,query_lang_b,pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,result_kind,result_variant,experiment_dir,source_file
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,30.0,85.3178,27.7351,0.72,84.1328,86.5028,83.9055,86.73,82.5314,95.0416,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135716-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,30.0,83.1294,29.2944,0.7604,81.8778,84.381,81.6377,84.6211,79.8446,94.407,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135852-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,30.0,86.2779,26.6312,0.6913,85.14,87.4157,84.9218,87.6339,83.5122,95.8165,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135524-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,50.0,82.0428,29.8199,0.7741,80.7687,83.3168,80.5244,83.5612,78.8098,93.5422,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.5_dev_20260126-140050-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,50.0,82.0135,30.1768,0.7833,80.7242,83.3028,80.4769,83.5501,78.751,93.5478,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135726-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,50.0,81.2499,30.9352,0.803,79.9282,82.5717,79.6747,82.8252,77.813,93.0761,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-135900-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,50.0,82.885,29.8341,0.7745,81.6103,84.1596,81.3658,84.4041,79.8699,93.7332,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135536-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,70.0,77.4205,33.9137,0.8804,75.9716,78.8695,75.6937,79.1474,74.1144,89.4093,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.7_dev_20260126-140059-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,70.0,76.2025,33.8658,0.8791,74.7556,77.6494,74.4781,77.9269,72.3337,90.0101,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135736-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,70.0,77.8946,32.9419,0.8551,76.4871,79.302,76.2172,79.572,74.155,90.785,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-135908-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,70.0,80.7365,31.7228,0.8235,79.3812,82.0919,79.1212,82.3519,77.6359,92.0822,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135548-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,90.0,71.7543,37.0443,0.9616,70.1716,73.3371,69.8681,73.6406,68.118,84.9787,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.9_dev_20260126-140108-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,90.0,70.0024,37.524,0.9741,68.3991,71.6056,68.0917,71.9131,66.0694,84.361,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135746-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,90.0,75.2733,35.3123,0.9167,73.7646,76.7821,73.4752,77.0714,71.7349,87.7864,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-135917-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,90.0,77.7534,34.0508,0.8839,76.2986,79.2082,76.0195,79.4872,74.5023,89.6563,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135601-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,100.0,69.4626,38.4788,0.9989,67.8186,71.1066,67.5033,71.422,65.9211,82.4854,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-ar-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-1_dev_20260126-140116-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,100.0,67.3301,38.7,1.0046,65.6767,68.9836,65.3595,69.3007,63.2981,82.1709,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135756-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,100.0,73.4165,36.2526,0.9411,71.8676,74.9653,71.5705,75.2624,69.8072,86.2028,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-135925-agg.csv
mmarco,100000,5,bilingual-en-ar-composition,bilingual,composition,en-ar,en,ar,EN-AR,EN + AR docs,embed,100.0,76.2048,35.2667,0.9155,74.698,77.7116,74.409,78.0006,72.9804,87.9717,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135616-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,0.0,86.5949,26.4859,0.6875,85.4633,87.7265,85.2462,87.9435,83.9192,95.8165,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135736-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,0.0,83.5813,28.6737,0.7443,82.3563,84.8064,82.1213,85.0414,80.2744,94.9012,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135921-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,0.0,86.7797,25.7209,0.6677,85.6808,87.8786,85.47,88.0894,84.0121,96.3724,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135553-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,10.0,86.6175,26.5758,0.6899,85.4821,87.753,85.2643,87.9708,83.9679,95.6817,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135746-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,10.0,83.7063,28.5292,0.7406,82.4874,84.9252,82.2536,85.159,80.3933,95.0359,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135929-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,10.0,86.8962,25.605,0.6647,85.8022,87.9902,85.5924,88.2,84.1109,96.5296,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135605-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,30.0,85.9789,27.4579,0.7128,84.8057,87.152,84.5807,87.377,83.3988,95.0752,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135755-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,30.0,83.4799,28.737,0.746,82.2521,84.7076,82.0166,84.9431,80.1278,94.8562,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135937-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,30.0,86.7808,26.0271,0.6756,85.6688,87.8928,85.4555,88.1061,84.0559,96.058,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135616-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,50.0,84.3512,28.9264,0.7509,83.1153,85.587,82.8782,85.8241,81.5646,94.2329,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135803-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,50.0,82.801,29.0428,0.7539,81.5601,84.0418,81.3221,84.2798,79.2353,94.8506,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-135944-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,50.0,85.4557,27.0983,0.7034,84.298,86.6135,84.0759,86.8356,82.464,95.6761,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135629-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,70.0,80.677,31.7992,0.8255,79.3184,82.0357,79.0578,82.2963,77.5186,91.8576,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135812-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,70.0,81.2972,30.1878,0.7836,80.0075,82.587,79.7601,82.8344,77.6175,93.8398,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-135952-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,70.0,84.3454,28.5955,0.7423,83.1236,85.5671,82.8893,85.8015,81.4137,94.261,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135644-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,90.0,77.4779,34.4597,0.8945,76.0056,78.9501,75.7232,79.2325,74.3411,88.7916,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135822-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,90.0,79.407,31.8974,0.828,78.0442,80.7698,77.7828,81.0312,75.6823,92.071,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-140000-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,90.0,83.3715,29.5813,0.7679,82.1076,84.6354,81.8652,84.8778,80.4056,93.5535,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135659-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,100.0,75.8131,35.5291,0.9223,74.2951,77.331,74.0039,77.6222,72.5365,87.5112,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-de-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135831-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,100.0,78.5629,32.5802,0.8457,77.1709,79.9549,76.904,80.2219,74.8415,91.2399,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-de-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-140008-agg.csv
mmarco,100000,5,bilingual-en-de-composition,bilingual,composition,en-de,en,de,EN-DE,EN + DE docs,embed,100.0,82.646,30.091,0.7811,81.3604,83.9316,81.1138,84.1782,79.5648,93.3513,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-de-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135712-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,0.0,86.2844,26.2237,0.6807,85.164,87.4048,84.9491,87.6197,83.448,96.1085,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-zh-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0_dev_20260126-140039-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,0.0,86.7945,26.3,0.6827,85.6708,87.9181,85.4553,88.1337,84.18,95.8502,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135706-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,0.0,83.6106,28.8836,0.7498,82.3765,84.8446,82.1398,85.0813,80.3486,94.699,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135851-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,0.0,86.7797,25.7209,0.6677,85.6808,87.8786,85.47,88.0894,84.0121,96.3724,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135520-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,10.0,85.8975,26.5756,0.6899,84.762,87.0329,84.5442,87.2507,83.0354,95.8726,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-zh-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.1_dev_20260126-140047-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,10.0,86.6831,26.4004,0.6853,85.5551,87.811,85.3388,88.0274,83.9892,95.8502,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135716-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,10.0,83.5171,29.0179,0.7533,82.2773,84.7569,82.0395,84.9947,80.2891,94.5642,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135859-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,10.0,86.7636,25.7173,0.6676,85.6649,87.8624,85.4541,88.0732,83.9255,96.4735,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135531-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,30.0,85.7039,26.9214,0.6988,84.5536,86.8541,84.333,87.0747,82.7841,95.7996,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-bilingual-en-zh-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.3_dev_20260126-140055-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,30.0,86.2462,27.1207,0.704,85.0875,87.4049,84.8652,87.6272,83.637,95.21,gte-multilingual-base,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-gte-multilingual-base,mmarco-100000-bilingual-en-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135727-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,30.0,82.9562,29.2394,0.759,81.7069,84.2054,81.4673,84.445,79.5836,94.4575,jina-embeddings-v3,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-bilingual-en-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135907-agg.csv
mmarco,100000,5,bilingual-en-zh-composition,bilingual,composition,en-zh,en,zh,EN-ZH,EN + ZH docs,embed,30.0,86.3762,26.525,0.6886,85.2429,87.5094,85.0255,87.7268,83.6288,95.8333,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-bilingual-en-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-bilingual-en-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135542-agg.csv
