pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
HI-ID,HI docs,word,90.0,70.18,38.1193,1.0221,68.4977,71.8623,68.1751,72.185,66.761,83.1177,word-mix-bge-m3,mmarco-100000-hindi-hi-id-word-mix-bge-m3/cm80-100_dev_20260414-111208-agg.csv
HI-ID,HI docs,word,100.0,66.6473,39.6974,1.0644,64.8954,68.3992,64.5593,68.7353,62.9456,79.9425,word-mix-bge-m3,mmarco-100000-hindi-hi-id-word-mix-bge-m3/cm100_dev_20260414-111218-agg.csv
HI-ID,ID docs,embed,0.0,65.3667,40.3097,1.0808,63.5877,67.1456,63.2465,67.4868,61.5089,78.8941,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-0_dev_20260414-110613-agg.csv
HI-ID,ID docs,embed,10.0,69.8161,38.035,1.0198,68.1375,71.4947,67.8156,71.8166,65.7407,83.7467,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-0.1_dev_20260414-110624-agg.csv
HI-ID,ID docs,embed,30.0,76.501,34.4668,0.9241,74.9799,78.0221,74.6881,78.3138,72.9636,88.821,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-0.3_dev_20260414-110635-agg.csv
HI-ID,ID docs,embed,50.0,79.3278,32.4536,0.8702,77.8955,80.76,77.6208,81.0348,75.9314,91.1934,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-0.5_dev_20260414-110646-agg.csv
HI-ID,ID docs,embed,70.0,80.6483,31.264,0.8383,79.2686,82.0281,79.0039,82.2927,77.2754,92.4035,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-0.7_dev_20260414-110657-agg.csv
HI-ID,ID docs,embed,90.0,80.7748,31.2272,0.8373,79.3967,82.1529,79.1323,82.4173,77.4336,92.4395,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-0.9_dev_20260414-110708-agg.csv
HI-ID,ID docs,embed,100.0,80.2359,31.6125,0.8476,78.8408,81.631,78.5732,81.8986,76.8355,91.9363,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/vector_mix/cm-alpha-1_dev_20260414-110719-agg.csv
HI-ID,ID docs,word,0.0,65.4462,40.3712,1.0825,63.6646,67.2279,63.3228,67.5696,61.6385,78.8222,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm0_dev_20260414-111315-agg.csv
HI-ID,ID docs,word,10.0,64.5554,40.4016,1.0833,62.7724,66.3384,62.4304,66.6804,60.5199,78.5526,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm0-20_dev_20260414-111324-agg.csv
HI-ID,ID docs,word,30.0,65.6183,40.171,1.0771,63.8455,67.3911,63.5054,67.7312,61.6655,78.966,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm20-40_dev_20260414-111333-agg.csv
HI-ID,ID docs,word,50.0,68.6743,38.5626,1.034,66.9725,70.3762,66.6461,70.7026,64.7456,82.3808,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm40-60_dev_20260414-111343-agg.csv
HI-ID,ID docs,word,70.0,71.0143,37.6073,1.0083,69.3546,72.674,69.0363,72.9924,67.2809,84.214,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm60-80_dev_20260414-111352-agg.csv
HI-ID,ID docs,word,90.0,75.3855,35.5805,0.954,73.8153,76.9557,73.5141,77.2569,71.8531,87.5869,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm80-100_dev_20260414-111401-agg.csv
HI-ID,ID docs,word,100.0,80.2075,31.6315,0.8481,78.8116,81.6035,78.5438,81.8713,76.8574,91.9363,word-mix-bge-m3,mmarco-100000-indonesian-hi-id-word-mix-bge-m3/cm100_dev_20260414-111410-agg.csv
ZH-VI,VI docs,embed,0.0,58.8212,41.1696,2.6465,54.4513,63.1911,53.608,64.0344,53.8438,74.8623,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0_dev_20260414-105605-agg.csv
ZH-VI,VI docs,embed,10.0,63.6612,40.8839,2.6281,59.3217,68.0008,58.4842,68.8383,59.5791,77.3416,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.1_dev_20260414-105615-agg.csv
ZH-VI,VI docs,embed,30.0,69.6538,38.8924,2.5001,65.5256,73.7819,64.7289,74.5786,65.6225,82.7135,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.3_dev_20260414-105625-agg.csv
ZH-VI,VI docs,embed,50.0,72.926,36.0761,2.3191,69.0967,76.7552,68.3577,77.4942,68.5152,87.259,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.5_dev_20260414-105636-agg.csv
ZH-VI,VI docs,embed,70.0,73.9798,35.8644,2.3055,70.1731,77.7866,69.4384,78.5213,69.9641,87.741,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.7_dev_20260414-105647-agg.csv
ZH-VI,VI docs,embed,90.0,72.3964,36.3602,2.3373,68.5371,76.2558,67.7923,77.0006,68.0237,87.3278,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.9_dev_20260414-105657-agg.csv
ZH-VI,VI docs,embed,100.0,71.7303,37.1981,2.3912,67.7819,75.6786,67.02,76.4405,67.5592,86.0882,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-1_dev_20260414-105708-agg.csv
ZH-VI,VI docs,word,0.0,58.8039,41.1787,2.6471,54.4331,63.1748,53.5896,64.0183,54.0378,74.8623,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm0_dev_20260414-110201-agg.csv
ZH-VI,VI docs,word,10.0,57.7517,42.2896,2.7185,53.263,62.2405,52.3967,63.1067,53.6711,71.9697,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm0-20_dev_20260414-110210-agg.csv
ZH-VI,VI docs,word,30.0,59.8961,42.26,2.7166,55.4105,64.3817,54.5448,65.2473,56.3267,72.2452,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm20-40_dev_20260414-110219-agg.csv
ZH-VI,VI docs,word,50.0,61.8206,40.2328,2.5863,57.5501,66.091,56.726,66.9151,57.6523,78.0992,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm40-60_dev_20260414-110228-agg.csv
ZH-VI,VI docs,word,70.0,62.842,41.3191,2.6561,58.4563,67.2277,57.6099,68.0741,58.8938,77.2039,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm60-80_dev_20260414-110237-agg.csv
ZH-VI,VI docs,word,90.0,64.1457,39.6429,2.5483,59.9379,68.3535,59.1258,69.1655,59.4928,80.0964,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm80-100_dev_20260414-110246-agg.csv
ZH-VI,VI docs,word,100.0,71.6004,37.2818,2.3966,67.6432,75.5576,66.8795,76.3213,67.4313,86.0882,word-mix-bge-m3,mmarco-100000-vietnamese-zh-vi-word-mix-bge-m3/cm100_dev_20260414-110256-agg.csv
ZH-VI,ZH + VI docs,embed,0.0,74.4443,35.5612,2.286,70.6697,78.2189,69.9413,78.9473,70.5477,87.741,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0_dev_20260414-110220-agg.csv
ZH-VI,ZH + VI docs,embed,10.0,74.8557,35.9722,2.3124,71.0375,78.6739,70.3006,79.4108,71.1911,87.3278,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.1_dev_20260414-110234-agg.csv
ZH-VI,ZH + VI docs,embed,30.0,74.0709,36.02,2.3155,70.2476,77.8942,69.5098,78.632,70.0876,87.4656,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.3_dev_20260414-110248-agg.csv
ZH-VI,ZH + VI docs,embed,50.0,74.401,34.7417,2.2333,70.7134,78.0886,70.0017,78.8002,69.9444,89.7383,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.5_dev_20260414-110303-agg.csv
ZH-VI,ZH + VI docs,embed,70.0,74.917,35.1037,2.2565,71.191,78.643,70.4719,79.3621,70.7061,89.1873,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.7_dev_20260414-110317-agg.csv
ZH-VI,ZH + VI docs,embed,90.0,71.9214,36.5172,2.3474,68.0453,75.7975,67.2973,76.5455,67.5538,86.9146,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.9_dev_20260414-110331-agg.csv
ZH-VI,ZH + VI docs,embed,100.0,71.1437,37.5179,2.4117,67.1614,75.126,66.3929,75.8945,66.9743,85.6749,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-1_dev_20260414-110346-agg.csv
ZH-VI,ZH + VI docs,word,0.0,74.4431,35.553,2.2854,70.6694,78.2168,69.9411,78.945,70.5418,87.741,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm0_base_dev_20260414-105836-agg.csv
ZH-VI,ZH + VI docs,word,10.0,72.3554,36.4975,2.3462,68.4815,76.2294,67.7339,76.977,68.524,85.8815,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm0-20_base_dev_20260414-105846-agg.csv
ZH-VI,ZH + VI docs,word,30.0,72.1373,38.2302,2.4575,68.0795,76.1952,67.2963,76.9783,69.1176,82.989,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm20-40_base_dev_20260414-105857-agg.csv
ZH-VI,ZH + VI docs,word,50.0,72.3351,36.7969,2.3654,68.4294,76.2409,67.6756,76.9946,68.4361,86.3636,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm40-60_base_dev_20260414-105909-agg.csv
ZH-VI,ZH + VI docs,word,70.0,71.6702,36.97,2.3765,67.7461,75.5943,66.9888,76.3516,67.5425,86.0882,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm60-80_base_dev_20260414-105920-agg.csv
ZH-VI,ZH + VI docs,word,90.0,70.199,37.5383,2.4131,66.2146,74.1834,65.4456,74.9524,66.0119,84.9862,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm80-100_base_dev_20260414-105930-agg.csv
ZH-VI,ZH + VI docs,word,100.0,71.0593,37.5131,2.4114,67.0776,75.0411,66.3092,75.8095,66.9112,85.6749,word-mix-bge-m3,mmarco-100000-bilingual-zh-vi-word-mix-bge-m3/cm100_base_dev_20260414-105941-agg.csv
ZH-VI,ZH docs,embed,0.0,74.3195,35.4973,2.2819,70.5517,78.0873,69.8246,78.8144,70.3686,87.741,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0_dev_20260414-110524-agg.csv
ZH-VI,ZH docs,embed,10.0,75.0703,35.5781,2.287,71.2939,78.8467,70.5651,79.5754,71.0332,88.1543,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.1_dev_20260414-110534-agg.csv
ZH-VI,ZH docs,embed,30.0,74.3666,35.8372,2.3037,70.5627,78.1705,69.8287,78.9046,70.3273,87.8788,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.3_dev_20260414-110545-agg.csv
ZH-VI,ZH docs,embed,50.0,72.6304,36.2348,2.3293,68.7843,76.4765,68.0421,77.2187,68.4473,87.0523,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.5_dev_20260414-110555-agg.csv
ZH-VI,ZH docs,embed,70.0,67.949,38.5025,2.475,63.8623,72.0358,63.0736,72.8245,63.4419,83.1267,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.7_dev_20260414-110606-agg.csv
ZH-VI,ZH docs,embed,90.0,57.4657,40.9623,2.6332,53.1179,61.8136,52.2788,62.6527,52.713,74.6556,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-0.9_dev_20260414-110616-agg.csv
ZH-VI,ZH docs,embed,100.0,51.8833,42.3047,2.7194,47.3929,56.3736,46.5263,57.2402,47.5038,67.011,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/vector_mix/cm-alpha-1_dev_20260414-110626-agg.csv
ZH-VI,ZH docs,word,0.0,74.3215,35.4924,2.2815,70.5542,78.0887,69.8272,78.8158,70.3691,87.741,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm0_dev_20260414-111038-agg.csv
ZH-VI,ZH docs,word,10.0,70.8829,37.9016,2.4364,66.8599,74.9059,66.0836,75.6823,67.2478,83.8154,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm0-20_dev_20260414-111047-agg.csv
ZH-VI,ZH docs,word,30.0,70.813,38.9495,2.5038,66.6788,74.9472,65.8809,75.7451,67.8314,81.7493,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm20-40_dev_20260414-111055-agg.csv
ZH-VI,ZH docs,word,50.0,68.3348,39.0836,2.5124,64.1863,72.4832,63.3857,73.2838,64.5433,81.9559,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm40-60_dev_20260414-111104-agg.csv
ZH-VI,ZH docs,word,70.0,66.4835,40.2857,2.5897,62.2075,70.7596,61.3822,71.5848,62.4905,79.6143,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm60-80_dev_20260414-111114-agg.csv
ZH-VI,ZH docs,word,90.0,61.265,41.5319,2.6698,56.8567,65.6733,56.006,66.5241,57.1033,76.3085,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm80-100_dev_20260414-111123-agg.csv
ZH-VI,ZH docs,word,100.0,51.9033,42.2968,2.7189,47.4138,56.3928,46.5474,57.2592,47.5249,67.011,word-mix-bge-m3,mmarco-100000-chinese-zh-vi-word-mix-bge-m3/cm100_dev_20260414-111132-agg.csv
