qid,band,r_between_0_1,r,delta,delta_rel,p,d_axis,alpha,residual_norm,r2_local,cos_en,cos_zh,en_tokens,zh_tokens,cm_tokens,en_han,en_latin,zh_han,zh_latin,cm_han,cm_latin
1052089,20-40,True,0.02623730576118375,0.23432321846485138,0.2488208310706298,0.02470858208835125,0.9417347311973572,0.9737626850631026,0.23432321846485138,0.938708802724245,0.9722411036491394,0.5520778894424438,12,11,9,0,36,15,0,2,17
1082792,20-40,True,0.81051707329055,0.3308793306350708,0.44853143053861055,0.5979142785072327,0.7376948595046997,0.18948290130969625,0.3308793306350708,0.1514388931015921,0.7665088176727295,0.9354901313781738,19,18,19,0,63,20,0,10,26
1042426,20-40,True,0.6640393110708596,0.33095869421958923,0.5735325074690434,0.3831859230995178,0.5770530700683594,0.3359606089446464,0.33095869421958923,0.2554711952985482,0.8718175292015076,0.926440954208374,10,10,12,0,39,14,0,4,31
1051755,20-40,True,0.07314957880978888,0.2615925371646881,0.29190264454597054,0.06555399298667908,0.8961636424064636,0.9268504075683299,0.2615925371646881,0.9097629255428686,0.9636359214782715,0.6208285689353943,8,7,9,0,28,9,0,3,20
425330,20-40,True,0.738866751311417,0.4345799684524536,0.4879672363104303,0.6580291986465454,0.8905925154685974,0.26113327457699875,0.4345799684524536,0.22262499917283185,0.6890690326690674,0.8785272836685181,9,10,12,0,32,13,0,4,16
1004949,20-40,True,0.19008729001702457,0.2991831302642822,0.48528711252900153,0.11719023436307907,0.6165074706077576,0.8099127622100993,0.2991831302642822,0.7358232949060404,0.9483779668807983,0.8305858969688416,7,7,8,0,36,14,0,4,32
988306,20-40,True,0.4126167327610118,0.304741770029068,0.48883253040664626,0.257228285074234,0.6234073042869568,0.58738319641866,0.304741770029068,0.5908100130704773,0.9204829931259155,0.8865227699279785,10,12,13,0,42,15,0,3,34
234821,20-40,True,0.1525428509036071,0.33378154039382935,0.7384520703226263,0.0689496174454689,0.4520016312599182,0.8474571845596887,0.33378154039382935,0.5684102525482522,0.941917896270752,0.8709304332733154,8,6,12,0,28,7,0,5,26
641284,20-40,True,0.832060537562617,0.2302144318819046,0.4453025730957356,0.4301622211933136,0.5169842839241028,0.167939592243069,0.2302144467830658,0.12452072985892915,0.8809809684753418,0.9697316288948059,10,5,10,0,37,9,0,4,21
985167,20-40,True,0.3449667926787195,0.3449987471103668,0.4826979511018891,0.24655814468860626,0.7147300839424133,0.6550331965922941,0.3449987471103668,0.6480752711990962,0.9100924730300903,0.8308954238891602,12,10,11,0,45,13,0,4,22
1087317,20-40,True,0.9384408352092675,0.2539684474468231,0.3523145615890631,0.6764817237854004,0.7208570837974548,0.06155919796990764,0.2539684474468231,0.02962535880948436,0.7389362454414368,0.9667654037475586,10,7,10,0,32,10,0,4,17
1099288,20-40,True,0.646864296561756,0.40354594588279724,0.4892137631491841,0.533589780330658,0.8248867392539978,0.3531356209174659,0.40354594588279724,0.3425627209205049,0.7762162685394287,0.8761484026908875,8,8,11,0,29,11,0,3,21
275629,20-40,True,0.6245357163709483,0.30738362669944763,0.46538155791672386,0.412504643201828,0.6604980826377869,0.37546425051571625,0.30738362669944763,0.39427223477947815,0.867677628993988,0.9220072627067566,11,5,9,0,33,10,0,4,21
808200,20-40,True,0.3149796276814511,0.2543886601924896,0.42174864574804183,0.1899881511926651,0.6031759977340698,0.6850202771732471,0.2543886601924896,0.7251350505959688,0.9495954513549805,0.8822811245918274,9,5,8,0,38,10,0,3,27
660672,20-40,True,0.8584825583011823,0.35083553194999695,0.6016608722556357,0.5005912780761719,0.5831117630004883,0.14151739182109527,0.35083553194999695,0.05242402550676728,0.8131613731384277,0.9350524544715881,11,10,10,0,37,13,0,4,19
1034761,20-40,True,0.46967369723543,0.465676873922348,0.5963753424503504,0.36674249172210693,0.7808452844619751,0.530326332136586,0.4656769037246704,0.4415791654018154,0.824322521686554,0.805832028388977,18,11,15,0,60,14,0,4,28
970242,20-40,True,0.1902147518335452,0.17509251832962036,0.3888431553263287,0.08565196394920349,0.45029085874557495,0.8097852903164359,0.17509251832962036,0.8126293213612781,0.9810032844543457,0.918190598487854,9,10,11,0,28,14,7,3,23
631724,20-40,True,0.08728319232683913,0.20774737000465393,0.24280777013258878,0.07467987388372421,0.8556042909622192,0.9127168932316455,0.20774737000465393,0.9339068321948255,0.9756319522857666,0.6734990477561951,8,8,12,0,28,10,0,5,24
993748,20-40,True,0.6985137145900909,0.2914729416370392,0.47523431028911095,0.4284157156944275,0.6133247017860413,0.3014863758159612,0.2914729416370392,0.28696573317778773,0.8657518625259399,0.940426230430603,13,10,14,0,50,12,0,4,31
907334,20-40,True,0.6983314350729668,0.21147793531417847,0.5264498693065792,0.28052374720573425,0.4017057418823242,0.30166861510417675,0.21147793531417847,0.24719023194824397,0.9382917881011963,0.9702960848808289,9,7,9,0,37,11,0,4,18
1102325,20-40,True,0.10700263916059527,0.19143874943256378,0.2733378611501973,0.07494187355041504,0.7003740668296814,0.8929973722982517,0.19143874943256378,0.914334805766384,0.9788675904273987,0.78609299659729,10,9,10,0,26,13,0,4,20
912898,20-40,True,0.8175079410226532,0.3488392233848572,0.4295804974717394,0.6638542413711548,0.812046229839325,0.18249210424056583,0.3488392233848572,0.15287814164557667,0.7188043594360352,0.928175151348114,9,9,11,0,35,14,0,4,26
605651,20-40,True,0.6448677684980116,0.3434956669807434,0.8404951787353108,0.2635461688041687,0.4086824953556061,0.3551322036547599,0.3434956669807434,0.15148482778609185,0.9062771797180176,0.9304732084274292,9,7,8,0,22,4,8,3,14
804103,20-40,True,0.5682139651559471,0.23334065079689026,0.6999575355964786,0.18942208588123322,0.33336400985717773,0.4317860774187095,0.23334063589572906,0.27564285094379104,0.954835832118988,0.962416410446167,8,7,9,0,32,11,0,3,17
354515,20-40,True,0.5367945012185037,0.36011457443237305,0.5945853224692342,0.3251131772994995,0.6056566834449768,0.46320560740526134,0.36011457443237305,0.37768482398079406,0.8823095560073853,0.8958064317703247,11,10,14,0,29,10,5,5,21
1021605,20-40,True,0.8145065756742632,0.2353324592113495,0.4424073283059871,0.4332655072212219,0.5319361686706543,0.18549336295069846,0.2353324592113495,0.1495132431015912,0.8784499168395996,0.9674414396286011,12,17,19,0,43,19,0,11,30
473394,20-40,True,0.5709103369941311,0.24295228719711304,0.5011691101141755,0.2767608165740967,0.48477107286453247,0.4290897015646147,0.24295228719711304,0.4229792296324911,0.932188868522644,0.9488530158996582,10,8,12,0,32,8,0,5,16
1065985,20-40,True,0.8715369063400257,0.19249580800533295,0.36795468049146857,0.45594528317451477,0.5231508612632751,0.12846312141704286,0.19249580800533295,0.10864705652275086,0.8775296807289124,0.9792144298553467,7,7,10,0,31,11,0,4,12
402417,20-40,True,0.12598660972413359,0.2946082353591919,0.38181721972123245,0.09721063077449799,0.7715949416160583,0.8740133492009732,0.2946082353591919,0.8397416783466128,0.951878011226654,0.7292059659957886,10,9,12,0,28,9,0,3,21
1013797,20-40,True,0.8965978363628484,0.24281078577041626,0.4183350513688715,0.5204049348831177,0.5804218053817749,0.10340212704484926,0.24281078577041626,0.05757809176531392,0.8351107835769653,0.9687204360961914,9,10,11,0,39,14,0,4,24
844658,20-40,True,0.8931434356911552,0.22149330377578735,0.3217876405116299,0.614769697189331,0.6883213520050049,0.10685652515500738,0.22149330377578735,0.09931955867914444,0.786499559879303,0.9727655649185181,10,8,12,0,28,12,0,4,17
10276,20-40,True,0.4820253500522419,0.3553375005722046,0.6681915194797899,0.2563362121582031,0.5317898988723755,0.5179746767144287,0.3553375005722046,0.37535840698829115,0.9040135145187378,0.8989302515983582,9,9,9,0,31,11,0,4,22
843409,20-40,True,0.9394331105679584,0.22131410241127014,0.33781316003345646,0.6154579520225525,0.6551375985145569,0.06056694364708709,0.22131411731243134,0.031144151028824618,0.786115825176239,0.9747227430343628,8,6,9,0,26,10,0,3,15
1096619,20-40,True,0.6436022764125631,0.40300223231315613,0.5566673524910446,0.4659392237663269,0.7239552140235901,0.35639782712086693,0.40300223231315613,0.2907301271460845,0.8102449774742126,0.8855085372924805,15,11,14,0,45,13,0,6,17
874691,20-40,True,0.4971174266900553,0.3036816120147705,0.436923111225015,0.34551942348480225,0.6950458884239197,0.5028826749002191,0.3036816120147705,0.5698402395058357,0.8941969871520996,0.8928043842315674,10,9,10,0,35,15,0,4,18
