qid,band,r_between_0_1,r,delta,delta_rel,p,d_axis,alpha,residual_norm,r2_local,cos_en,cos_zh,en_tokens,zh_tokens,cm_tokens,en_han,en_latin,zh_han,zh_latin,cm_han,cm_latin
1095687,40-60,True,0.871475031600329,0.21185563504695892,0.39237924258492535,0.47053176164627075,0.5399256944656372,0.1285249847164831,0.21185563504695892,0.0968949925642909,0.8668586611747742,0.9751509428024292,11,6,9,0,39,10,0,7,12
913137,40-60,True,0.8227736515062595,0.3764112889766693,0.44178922181558644,0.7010159492492676,0.8520155549049377,0.17722625157719052,0.3764112889766693,0.1386186106073516,0.6834455728530884,0.9177568554878235,7,8,9,0,22,11,0,7,7
63152,40-60,True,0.9320442456782346,0.2853069603443146,0.6639190945347939,0.40052878856658936,0.4297315180301666,0.06795572809288646,0.2853069603443146,0.010367932731969454,0.8790884017944336,0.9588735699653625,11,12,11,0,44,15,3,7,15
242061,40-60,True,0.6516900358224559,0.2811645567417145,0.5180263715642299,0.3537119925022125,0.5427610874176025,0.34830996847073875,0.2811645567417145,0.31133897384705367,0.8979171514511108,0.9426034688949585,10,9,12,0,38,17,0,8,17
1020907,40-60,True,0.8785003950752606,0.1911984384059906,0.39855760100303744,0.4214394688606262,0.47972598671913147,0.12149969690953918,0.1911984235048294,0.08503052720197835,0.8929159641265869,0.9800229668617249,7,9,10,0,32,12,0,7,11
899423,40-60,True,0.5752110053227103,0.302202433347702,0.42384689728090347,0.41012489795684814,0.7129990458488464,0.42478907828988977,0.302202433347702,0.5011102321227127,0.8702356815338135,0.9084703922271729,14,12,24,0,52,18,0,18,49
1047088,40-60,True,0.7836806302178149,0.43980416655540466,0.5190120152920001,0.6640809774398804,0.8473872542381287,0.2163193337104078,0.43980416655540466,0.1480039694256039,0.6827843189239502,0.8864855766296387,10,11,12,0,34,14,0,6,18
848478,40-60,True,0.3491701831674835,0.5043526887893677,0.6375917189958034,0.2762032747268677,0.7910276651382446,0.6508297977913527,0.5043526887893677,0.5102735375331933,0.8346701264381409,0.7402921915054321,12,10,10,0,38,11,0,4,18
436475,40-60,True,0.5405877947557661,0.5239478945732117,0.7723198518043236,0.36673903465270996,0.6784079074859619,0.45941223086029515,0.5239478945732117,0.261361968978601,0.795490562915802,0.8141705989837646,8,10,13,0,26,12,0,8,18
1009994,40-60,True,0.32266135941732044,0.3783957064151764,0.6412605134698329,0.19039636850357056,0.5900810956954956,0.6773386165630021,0.3783957064151764,0.5273404833810109,0.9102829694747925,0.8485344648361206,18,12,12,0,64,16,0,9,22
323815,40-60,True,0.8382443388524655,0.28932899236679077,0.9134149431365477,0.26551830768585205,0.3167552649974823,0.16175567263214705,0.28932899236679077,0.030406929862671794,0.9228944182395935,0.9568318128585815,10,14,12,0,36,11,14,5,22
635647,40-60,True,0.20403150815492962,0.21943442523479462,0.44738383358464057,0.10007410496473312,0.4904835820198059,0.7959685488537447,0.21943441033363342,0.7599281358378694,0.9709169864654541,0.8997145891189575,10,12,11,0,28,18,0,6,14
782079,40-60,True,0.4538243355202511,0.33012622594833374,0.720986944946195,0.20779754221439362,0.45788100361824036,0.5461756496757929,0.33012622594833374,0.3646214704351193,0.9239184856414795,0.9142374992370605,8,8,6,0,29,8,6,3,11
626701,40-60,True,0.9147751102690862,0.3216210901737213,0.319463988632346,0.9209519028663635,1.0067522525787354,0.08522499125234129,0.3216211199760437,0.06644023993836945,0.5242037773132324,0.9445990920066833,7,6,9,0,20,9,0,3,13
944231,40-60,True,0.22391992421890933,0.27549946308135986,0.43700573926912817,0.14116477966308594,0.6304252743721008,0.7760799757703716,0.27549946308135986,0.7592585254835083,0.952086329460144,0.8423621654510498,11,7,9,0,35,12,0,6,18
663890,40-60,True,0.8305950868126742,0.24191096425056458,0.4210933985341008,0.4771626889705658,0.5744829177856445,0.1694048549262601,0.24191094934940338,0.1392988069235901,0.8568974733352661,0.966003954410553,17,16,19,0,86,21,3,15,33
1096401,40-60,True,0.1626578896485552,0.20918498933315277,0.3549095711883849,0.09587115049362183,0.5894036293029785,0.8373420736030175,0.20918498933315277,0.8477083508818894,0.9735252261161804,0.8563337326049805,10,9,10,0,35,13,0,6,19
160255,40-60,True,0.41240150271306236,0.4335904121398926,0.5285770380950007,0.3382919132709503,0.8202974796295166,0.5875984692254632,0.4335904121398926,0.552730898563156,0.848779022693634,0.7898350358009338,11,10,15,0,32,10,0,7,17
1019470,40-60,True,0.5284848127799457,0.3727145791053772,0.8353519415851983,0.23579761385917664,0.4461767077445984,0.4715151779176721,0.3727145791053772,0.24162264239263265,0.9027417302131653,0.9084122180938721,27,23,26,0,110,31,0,14,65
813605,40-60,True,0.9686898374380615,0.14683428406715393,0.2151264759718612,0.661177933216095,0.6825486421585083,0.03131021866746946,0.14683428406715393,0.020743497114872333,0.7706418037414551,0.9889914989471436,11,10,12,0,32,11,0,8,9
567159,40-60,True,0.46749482291578837,0.4501916766166687,0.5655937730307057,0.3721085488796234,0.795962929725647,0.5325051776585562,0.4501916468143463,0.4698947602520359,0.829431414604187,0.8088374733924866,16,11,16,0,52,15,0,6,28
1099284,40-60,True,0.16355229742656838,0.24312858283519745,0.3717267773779629,0.10697168111801147,0.6540518403053284,0.836447682370744,0.24312858283519745,0.8350721121678188,0.964722752571106,0.8207958936691284,8,6,11,0,30,10,0,6,22
559318,40-60,True,0.08873191346122004,0.2262224406003952,0.4107301938162185,0.04887186363339424,0.5507811307907104,0.9112680955926511,0.2262224406003952,0.8311502113338194,0.9732174873352051,0.8484552502632141,11,8,15,0,46,13,0,8,37
1094566,40-60,True,0.10930031912487635,0.2211672067642212,0.3634434770099429,0.0665128082036972,0.6085326075553894,0.8906996568215667,0.2211672067642212,0.8572661624035847,0.9733304977416992,0.8286498785018921,8,10,11,0,28,12,0,4,26
1002238,40-60,True,0.8830485150031729,0.2878308892250061,0.36141951846071513,0.7032510042190552,0.7963899970054626,0.11695143406970818,0.2878308892250061,0.09478507295685679,0.7112957835197449,0.9542393684387207,13,9,12,0,38,13,0,5,21
428113,40-60,True,0.2725228230123871,0.3038477897644043,0.4329249251823991,0.19126978516578674,0.7018486857414246,0.7274772319302931,0.3038477897644043,0.7384709939936254,0.9355462789535522,0.8234928846359253,14,14,14,0,53,18,0,9,27
816289,40-60,True,0.5987516953306609,0.25602996349334717,0.4784260158637366,0.32042232155799866,0.5351505875587463,0.4012483707571394,0.25602996349334717,0.4129357953712389,0.9158890843391418,0.9441701769828796,13,10,13,0,54,14,0,8,16
1099108,40-60,True,0.3864415620842106,0.2697753310203552,0.472281888304891,0.2207418978214264,0.5712167620658875,0.6135584030876396,0.2697753310203552,0.6279422083882171,0.9392471313476562,0.9021943807601929,12,10,11,0,34,10,3,6,17
1086594,40-60,True,0.357384211612221,0.42941904067993164,0.5395418154006782,0.2844405770301819,0.7958957552909851,0.6426158086810028,0.42941904067993164,0.5865335322754521,0.8673465251922607,0.7770064473152161,13,8,14,0,47,14,0,7,30
1033534,40-60,True,0.07221299862262295,0.21461854875087738,0.2800092563902225,0.05534905940294266,0.7664694786071777,0.9277869913786264,0.21461856365203857,0.916518611119753,0.9754376411437988,0.7241233587265015,10,7,7,0,38,12,0,6,17
320792,40-60,True,0.2974479217745684,0.22092993557453156,0.3879525703417,0.16938965022563934,0.5694766640663147,0.70255198897685,0.22092993557453156,0.766324548221183,0.9612486362457275,0.8955602645874023,10,8,13,0,29,13,0,6,22
209764,40-60,True,0.28045195231068576,0.29762983322143555,0.6631498942655973,0.12587028741836548,0.4488123059272766,0.719547983245334,0.29762983322143555,0.5407207151463951,0.9477866888046265,0.9035625457763672,7,5,10,0,29,10,0,6,26
930326,40-60,True,0.34046030654451237,0.4617379903793335,0.6485704066789303,0.24238456785678864,0.7119319438934326,0.659539626291956,0.4617379903793335,0.5083849667296783,0.8640239834785461,0.7831616997718811,7,8,10,0,25,10,0,5,13
992407,40-60,True,0.35010622991998963,0.2455480396747589,0.4796165337963489,0.17924298346042633,0.5119674205780029,0.6498937518057191,0.2455480396747589,0.6474031854740842,0.9537891149520874,0.9145004153251648,14,9,13,0,52,11,0,6,28
482808,40-60,True,0.37202175331547477,0.552994430065155,0.700835106374858,0.2935440242290497,0.7890506982803345,0.6279782647322601,0.552994430065155,0.4453358301389899,0.8040145635604858,0.7243351936340332,9,7,11,0,34,11,0,6,17
1050253,40-60,True,0.22258729998369933,0.4790111482143402,0.8301639487512504,0.12843462824821472,0.5770078897476196,0.7774126936201954,0.4790111482143402,0.4672211108111447,0.8770264983177185,0.7846651673316956,11,11,12,0,33,15,0,6,13
1098806,40-60,True,0.5647740391368701,0.4780117869377136,0.6669745784403494,0.4047660231590271,0.7166866660118103,0.4352260518951903,0.478011816740036,0.2986419228558925,0.8038346767425537,0.8371051549911499,13,11,20,0,39,12,0,7,36
865426,40-60,True,0.14429177372336663,0.30597957968711853,0.5838767775950606,0.07561584562063217,0.5240482091903687,0.8557082376146468,0.30597957968711853,0.6823253607457449,0.9503295421600342,0.8526425361633301,11,11,13,0,47,14,4,9,28
686541,40-60,True,0.24152198763879013,0.3612825572490692,0.6630548050089018,0.13159950077533722,0.5448758602142334,0.7584779709625561,0.3612825274467468,0.5668259284605157,0.9260783791542053,0.8493388891220093,10,9,11,0,36,12,0,6,16
885986,40-60,True,0.6650193546636924,0.4179382026195526,0.5403830349129136,0.5143333077430725,0.7734110355377197,0.33498057951457905,0.4179382026195526,0.2775973063087753,0.7803944945335388,0.8791032433509827,10,12,15,0,40,16,0,8,30
408945,40-60,True,0.6993068274088126,0.41700810194015503,0.6733963291304299,0.43305346369743347,0.6192610263824463,0.3006932297221641,0.41700810194015503,0.1662435418848599,0.8192845582962036,0.8957154750823975,12,18,17,0,31,16,0,10,13
1091749,40-60,True,0.3352043068916627,0.2662321627140045,0.44809210204820854,0.19916032254695892,0.5941460728645325,0.6647957000721653,0.2662321627140045,0.6876084100179737,0.944727897644043,0.8865534067153931,7,9,9,0,39,12,0,5,27
993834,40-60,True,0.2082854424312924,0.25385427474975586,0.3859030084979512,0.13701409101486206,0.6578188538551331,0.791714549353155,0.25385427474975586,0.8080252747276341,0.9583926200866699,0.832160234451294,26,20,25,0,100,27,0,14,56
1073801,40-60,True,0.5905831305539312,0.23617549240589142,0.42290616014201426,0.3298161029815674,0.5584583878517151,0.40941688022357586,0.23617549240589142,0.4837974450453417,0.9177212715148926,0.9459719657897949,10,7,17,0,31,11,0,11,31
206549,40-60,True,0.6578389543156103,0.3042120933532715,0.4980103324925208,0.40184420347213745,0.610854983329773,0.3421610048504752,0.3042120933532715,0.32067344050514957,0.8729881644248962,0.931884765625,10,10,11,0,38,10,0,6,18
1029617,40-60,True,0.43104143214462803,0.354493111371994,0.41901558586039206,0.364667147397995,0.846014142036438,0.568958648328415,0.354493111371994,0.6483511420226367,0.8706763982772827,0.8213198781013489,15,11,22,0,39,12,0,8,33
1006509,40-60,True,0.6925504631789593,0.5652948021888733,0.6007895596190629,0.6516344547271729,0.940919816493988,0.30744950608528404,0.5652948021888733,0.20753181027779644,0.6279072761535645,0.7983779311180115,10,12,16,0,35,17,0,11,19
253678,40-60,True,0.973505794554197,0.20732545852661133,0.2901818771555121,0.6955380439758301,0.7144672870635986,0.026494244587557725,0.20732545852661133,0.00826728447544356,0.7366214990615845,0.9783288240432739,13,11,14,0,52,16,0,10,13
953274,40-60,True,0.9640110296765109,0.22898544371128082,0.3201935235818035,0.689409613609314,0.7151470184326172,0.035988979611815686,0.22898542881011963,0.012475689916867538,0.7361400127410889,0.9734516143798828,12,14,14,0,40,17,0,8,18
1099626,40-60,True,0.17798652890218816,0.3122452199459076,0.44033998757075266,0.1262103021144867,0.7091003060340881,0.8220134391120694,0.3122452199459076,0.7770260906849806,0.9432870149612427,0.7813711762428284,16,9,12,0,56,10,0,7,18
849561,40-60,True,0.9225656352860119,0.4160812497138977,0.4780917791345045,0.8029049634933472,0.8702957630157471,0.07743441944562465,0.4160812497138977,0.02556230615376165,0.5911099910736084,0.9111674427986145,8,7,13,0,27,9,0,9,20
1086708,40-60,True,0.35259212982489035,0.2484278529882431,0.5013200172496034,0.17472612857818604,0.49554744362831116,0.647407786773335,0.2484278529882431,0.6251494864913284,0.9538772106170654,0.917678713798523,15,9,13,0,48,14,0,7,27
569507,40-60,True,0.9342825851254855,0.1794712394475937,0.33056294097463396,0.5072463750839233,0.5429260730743408,0.06571752981913087,0.1794712394475937,0.038020739342590204,0.8552455902099609,0.9832584857940674,11,9,12,0,44,14,0,9,15
575096,40-60,True,0.5731116226422212,0.2320055216550827,0.5062801047952094,0.2626314163208008,0.45825526118278503,0.426888386344155,0.2320055365562439,0.4155337887742211,0.9385991096496582,0.953952431678772,12,8,8,0,42,14,0,6,17
1092005,40-60,True,0.17713746971439684,0.3040362596511841,0.6278213381715794,0.08578270673751831,0.48427194356918335,0.822862534608988,0.30403628945350647,0.6320605812416684,0.9501017332077026,0.8743841648101807,14,10,12,0,52,15,0,6,27
1070867,40-60,True,0.26885251043384445,0.21659059822559357,0.6177368428058618,0.0942649394273758,0.35061952471733093,0.7311475097862542,0.21659059822559357,0.5834871691195991,0.9721012711524963,0.9436854124069214,13,11,13,0,55,21,0,8,34
1096025,40-60,True,0.6159605170022311,0.2355782836675644,0.418675849676495,0.34658536314964294,0.5626746416091919,0.3840393517156661,0.2355782836675644,0.45693098399460774,0.9121907353401184,0.9489041566848755,10,9,11,0,29,10,2,8,10
740263,40-60,True,0.8438705253591127,0.30663564801216125,0.366536203954297,0.7059624195098877,0.8365767002105713,0.15612946817295467,0.30663564801216125,0.15357618279925,0.7037959098815918,0.9444572925567627,11,9,13,0,36,12,0,9,15
1097746,40-60,True,0.9236330544357707,0.165472611784935,0.2947268094116414,0.5185682773590088,0.5614440441131592,0.07636693547929622,0.165472611784935,0.06291443801623375,0.8518529534339905,0.9853903651237488,12,12,12,0,30,15,0,9,9
1033398,40-60,True,0.9137777705514629,0.20518288016319275,0.304188363283994,0.6163666248321533,0.6745257377624512,0.08622216919489341,0.20518288016319275,0.07436884384350728,0.7889962196350098,0.9772588610649109,9,5,8,0,38,9,0,4,13
569939,40-60,True,0.5296385445795563,0.7006033062934875,1.9188011668646507,0.1933845579624176,0.36512553691864014,0.4703615734463877,0.7006033658981323,0.05668393652191328,0.7358787059783936,0.7398300170898438,9,10,12,0,37,13,0,9,17
640103,40-60,True,0.18151528837258732,0.3106533885002136,0.4702052613841689,0.11992281675338745,0.660676121711731,0.818484675248099,0.3106533885002136,0.7518625968386519,0.9445565938949585,0.8055402040481567,8,7,8,0,27,9,0,5,13
198807,40-60,True,0.18885900814289158,0.3449629843235016,0.5466487539603765,0.11917957663536072,0.6310505270957947,0.8111409897437594,0.3449629843235016,0.6876747047128847,0.9333984851837158,0.8094943761825562,14,16,12,0,47,25,0,5,25
1010059,40-60,True,0.3247355804812972,0.7099825143814087,1.7872965645130081,0.12899738550186157,0.39723822474479675,0.6752644891836922,0.7099825143814087,0.12491242396553015,0.7396423816680908,0.7119858860969543,16,21,19,0,39,12,8,8,25
1010700,40-60,True,0.8948456833638669,0.21536192297935486,0.3821596089692867,0.5042806267738342,0.5635392069816589,0.1051542117300745,0.21536192297935486,0.0703829416467876,0.8496601581573486,0.9750537872314453,10,13,18,0,31,11,3,8,13
705681,40-60,True,0.702363250656777,0.4583645761013031,0.6297002552092761,0.5112566351890564,0.7279091477394104,0.29763679072139215,0.4583645761013031,0.18261348835876778,0.7642593383789062,0.8714818954467773,8,6,8,0,27,12,0,7,11
828588,40-60,True,0.3403674181397984,0.18212038278579712,0.5431891645632181,0.11411833763122559,0.3352798521518707,0.6596325763400266,0.18212038278579712,0.5959096335232257,0.9769046306610107,0.9589599370956421,10,8,10,0,33,8,8,4,22
881582,40-60,True,0.5712948506199075,0.3240070044994354,0.7177717359749071,0.2578863501548767,0.4514067471027374,0.42870511710653925,0.3240070044994354,0.2629359046987152,0.9142570495605469,0.9287847280502319,10,10,10,0,49,15,0,5,24
172981,40-60,True,0.8383034005028994,0.20924891531467438,0.3888564437018855,0.4511024057865143,0.538113534450531,0.16169654520252097,0.20924891531467438,0.14742044195432913,0.8763607740402222,0.9743219614028931,8,8,11,0,39,11,0,6,18
1049867,40-60,True,0.4253534009631776,0.3605819344520569,0.5089620845361943,0.30134809017181396,0.7084652185440063,0.5746466220236152,0.3605819344520569,0.560394539778127,0.889585018157959,0.8521181344985962,6,6,11,0,19,7,0,6,7
1042158,40-60,True,0.3634760045485228,0.3814772367477417,0.5696446270743951,0.2434110939502716,0.6696758270263672,0.6365240139361931,0.3814772367477417,0.5552778383454955,0.8976131677627563,0.8363868594169617,12,8,12,0,32,14,0,8,15
1046569,40-60,True,0.2589051989396726,0.309424489736557,1.0167457224683316,0.07879217714071274,0.3043282926082611,0.7410947277982602,0.309424489736557,0.3469512562151079,0.9490242004394531,0.9266949892044067,9,8,11,0,22,7,10,4,14
619805,40-60,True,0.6701043151720354,0.28746795654296875,0.5609228191928414,0.3434225022792816,0.5124911069869995,0.3298956561325028,0.28746795654296875,0.2570011455904343,0.899711549282074,0.9443890452384949,10,15,15,0,34,16,0,8,15
932495,40-60,True,0.6473961091416296,0.4267136752605438,0.5595716608812457,0.49368613958358765,0.7625719904899597,0.3526038260719828,0.4267136752605438,0.2842141799017047,0.7870948314666748,0.8728079795837402,18,16,18,0,48,21,0,8,28
273449,40-60,True,0.8481743834619442,0.32876455783843994,0.4061522588104352,0.6865643858909607,0.8094613552093506,0.15182564266959317,0.32876455783843994,0.12260494581657755,0.7102717161178589,0.9384051561355591,7,7,8,0,27,9,0,4,11
837476,40-60,True,0.5607300075654451,0.1631987988948822,0.6096042190135739,0.15011455118656158,0.26771271228790283,0.4392699522360963,0.1631987988948822,0.3417755292331992,0.9754160046577454,0.9797685146331787,10,7,9,0,28,10,0,6,13
987845,40-60,True,0.3686852390670717,0.2942185699939728,0.5015674463753779,0.2162701040506363,0.5865982174873352,0.6313148298336497,0.2942185699939728,0.6130458168264928,0.9333313703536987,0.8881462812423706,16,12,15,0,58,16,0,7,27
361620,40-60,True,0.14170418573648672,0.30951714515686035,0.42262554544002173,0.10377951711416245,0.7323673367500305,0.8582959018342731,0.30951714515686035,0.8048558227249301,0.9467145204544067,0.7545382976531982,9,8,11,0,28,9,0,4,17
594105,40-60,True,0.26978915612729953,0.36412450671195984,0.4709227170458577,0.20860502123832703,0.7732149958610535,0.7302109077857922,0.36412450671195984,0.7062580268945146,0.9119487404823303,0.7743145227432251,9,6,9,0,39,10,0,4,18
665972,40-60,True,0.9059951760573578,0.21072903275489807,0.3656687635227467,0.5221104621887207,0.5762839317321777,0.09400476940302506,0.21072903275489807,0.061991454283572334,0.841497004032135,0.9763293266296387,9,10,11,0,31,15,0,7,18
63548,40-60,True,0.5359176508146029,0.46962466835975647,0.5648551524404193,0.4455658197402954,0.8314072489738464,0.46408237439693717,0.46962466835975647,0.40299177249504325,0.7904618978500366,0.8152896165847778,11,9,12,0,35,11,0,5,17
617246,40-60,True,0.439599911310389,0.32715827226638794,0.5519274152952113,0.26057547330856323,0.5927559733390808,0.5604001060928492,0.3271583020687103,0.507616599570474,0.9125339984893799,0.8913118839263916,12,12,21,0,51,17,0,15,50
1083267,40-60,True,0.10230850314571105,0.26075366139411926,0.3507661060834278,0.07605443149805069,0.7433832883834839,0.8976914391822425,0.26075366139411926,0.8675437689162062,0.9631117582321167,0.7433398962020874,10,9,11,0,41,13,0,5,23
626462,40-60,True,0.4717001970287686,0.2746863067150116,0.5342127815636433,0.242543026804924,0.5141889452934265,0.5282998322937832,0.2746863067150116,0.49443511730142276,0.9328601956367493,0.9253780245780945,9,6,7,0,32,12,0,5,18
1072506,40-60,True,0.824680174878746,0.33581605553627014,0.38575990385773895,0.7179098725318909,0.8705312609672546,0.1753197294235385,0.33581605553627014,0.1711913038888183,0.6859166026115417,0.9319672584533691,9,9,10,0,35,13,0,7,18
1097118,40-60,True,0.20689252807361685,0.20666958391666412,0.37980717831874516,0.11257921159267426,0.5441434383392334,0.7931074778348745,0.20666958391666412,0.813450774594072,0.9723068475723267,0.8855200409889221,12,11,12,0,34,10,8,7,15
337073,40-60,True,0.2309347308209788,0.38879215717315674,0.7234490157448733,0.124107725918293,0.5374147295951843,0.7690653502576099,0.38879215717315674,0.5305348595541339,0.9167190194129944,0.8390089273452759,12,9,10,0,34,10,0,6,9
1098600,40-60,True,0.900284693796504,0.21402141451835632,0.31582949227844503,0.6100766658782959,0.6776486039161682,0.09971532182467129,0.21402141451835632,0.09064657362633255,0.7910006642341614,0.9748145341873169,11,10,13,0,40,13,0,7,18
1057251,40-60,True,0.7054514284801838,0.40880709886550903,0.7205111429194442,0.4002624452114105,0.5673848390579224,0.29454866353824233,0.40880709886550903,0.1431913554185057,0.8363333940505981,0.9024734497070312,10,7,10,0,31,10,0,5,16
1097448,40-60,True,0.5085204733546637,0.4011082649230957,0.52778066219013,0.3864707052707672,0.7599904537200928,0.4914795512532357,0.4011082649230957,0.46442994907469914,0.8448763489723206,0.8497976660728455,8,11,10,0,31,13,0,8,8
1097469,40-60,True,0.3152487108546496,0.40168240666389465,0.623433059679517,0.2031170129776001,0.6443071961402893,0.6847513659848767,0.40168240666389465,0.546770048843271,0.8986974358558655,0.8220013380050659,16,17,19,0,56,21,0,10,31
1102088,40-60,True,0.21505410577398906,0.3444114625453949,0.4938591378111127,0.14997616410255432,0.6973880529403687,0.7849459532330016,0.3444114625453949,0.7164111448713091,0.9294439554214478,0.7908605933189392,9,9,8,0,31,13,0,6,17
160885,40-60,True,0.9020464557438262,0.36604928970336914,0.5230969121686622,0.6312280893325806,0.699773371219635,0.09795349371649137,0.36604928970336914,0.03387727095660564,0.7337795495986938,0.9306548833847046,9,10,12,0,31,12,0,7,9
920885,40-60,True,0.09034181208421645,0.2691933512687683,0.3706690717434103,0.06560950726270676,0.7262363433837891,0.9096581209331257,0.2691933512687683,0.8576025030219597,0.9616150856018066,0.7455536127090454,12,11,12,0,42,12,0,6,16
1056405,40-60,True,0.17645393318231425,0.3529443144798279,0.5888891585095735,0.1057557463645935,0.5993391275405884,0.8235460051439476,0.3529443144798279,0.6616740022150813,0.932123064994812,0.8159029483795166,10,8,6,0,36,9,0,3,9
231877,40-60,True,0.4326696127708726,0.3839818835258484,0.5616377233381459,0.2958086431026459,0.6836825013160706,0.567330410112884,0.3839818835258484,0.505042268526822,0.8825276494026184,0.8510559797286987,11,14,15,0,34,15,0,8,18
674702,40-60,True,0.9541929879089026,0.15642307698726654,0.23738812379001442,0.6287500858306885,0.6589338779449463,0.045807113795203545,0.15642307698726654,0.03589801451192032,0.7901026010513306,0.9873104095458984,10,9,10,0,35,13,0,6,13
775138,40-60,False,1.0043592891664275,0.16648361086845398,0.2578200581942235,0.6485506296157837,0.6457356810569763,-0.004359341770751847,0.16648361086845398,0.00028581859717236036,0.7758326530456543,0.9861376285552979,11,9,11,0,32,13,0,7,13
503401,40-60,True,0.5579631266847974,0.4852987229824066,0.6089924799312605,0.4446340501308441,0.7968878746032715,0.4420369698220609,0.4852987229824066,0.3450601259415309,0.7833929061889648,0.8202011585235596,11,8,12,0,43,9,0,5,20
988653,40-60,True,0.623916831718326,0.2899423837661743,0.47453967390468527,0.38121140003204346,0.6109971404075623,0.37608314753989475,0.2899423837661743,0.38578370790811767,0.885305643081665,0.9315659403800964,16,16,15,0,54,18,0,11,14
1029772,40-60,True,0.37180049949027344,0.5252232551574707,0.5752562211705713,0.33946311473846436,0.91302490234375,0.6281995290914382,0.5252232551574707,0.5439078078437086,0.8044527769088745,0.697583794593811,11,11,14,0,32,11,0,6,18
1083108,40-60,True,0.24958016088066273,0.40922462940216064,0.5518006125243378,0.18509285151958466,0.7416168451309204,0.7504198910331563,0.40922462940216064,0.649055942833153,0.8991379737854004,0.7614082098007202,9,7,10,0,37,13,0,9,17
372070,40-60,True,0.6737384176147068,0.39223945140838623,0.54253966186244,0.48709210753440857,0.7229691743850708,0.3262616900762784,0.39223945140838623,0.26558824522030644,0.8044448494911194,0.8952550888061523,9,7,10,0,36,11,0,6,19
877845,40-60,True,0.28575638412272575,0.37629207968711853,0.5735810415704701,0.18746760487556458,0.6560399532318115,0.7142435934366655,0.37629207968711853,0.6079372763969576,0.9116301536560059,0.8194221258163452,9,10,11,0,34,13,0,7,19
474659,40-60,True,0.3483221325219165,0.5491607785224915,0.8258106885835749,0.23163281381130219,0.6649959683418274,0.6516777718397432,0.5491607785224915,0.38375732963219167,0.8223843574523926,0.7553094625473022,14,16,16,0,44,18,0,10,20
1095633,40-60,True,0.9270569536962499,0.18112479150295258,0.2491587692080234,0.673919677734375,0.7269452810287476,0.0729429988010255,0.18112479150295258,0.07894106300094683,0.7565129995346069,0.9821910858154297,11,10,15,0,32,16,0,11,21
971233,40-60,True,0.20717758864893104,0.531989574432373,1.025024091550403,0.10752558708190918,0.5190020203590393,0.7928224208774943,0.531989574432373,0.3743162092343757,0.8527127504348755,0.7738372087478638,11,8,9,0,36,15,0,6,14
995141,40-60,True,0.5332972913493298,0.4912697970867157,0.7096585284614226,0.3691815733909607,0.6922622323036194,0.46670275662165683,0.4912697970867157,0.3019177267388121,0.811179518699646,0.8271364569664001,11,10,10,0,26,9,2,3,13
1089498,40-60,True,0.6922119695871287,0.26842617988586426,0.6092699337465369,0.3049679696559906,0.440570205450058,0.30778799522891614,0.26842620968818665,0.20331533187182205,0.9174710512161255,0.954779863357544,12,11,14,0,45,14,0,10,24
937947,40-60,True,0.5914261630907172,0.21997782588005066,0.3904225847074075,0.33323031663894653,0.5634351968765259,0.40857378838703573,0.21997782588005066,0.5227057779620061,0.9202836751937866,0.9493077993392944,12,10,22,0,49,18,0,18,46
438455,40-60,True,0.7238514689329514,0.29953256249427795,0.5027077955613667,0.4312984347343445,0.5958383083343506,0.2761485606088206,0.29953256249427795,0.23180629389126828,0.8621309399604797,0.941603422164917,8,7,8,0,32,12,0,6,14
1022769,40-60,True,0.7518865222665941,0.24854689836502075,0.536744144137187,0.348171591758728,0.4630640149116516,0.24811348656619253,0.24854689836502075,0.17606035792797747,0.9085004329681396,0.962512195110321,15,15,17,0,58,17,0,8,26
842223,40-60,True,0.927938238184581,0.21881365776062012,0.2802381152670093,0.7245465517044067,0.7808133363723755,0.07206182651179438,0.21881365776062012,0.06202234799248463,0.7135764956474304,0.9744772911071777,8,6,9,0,28,11,0,5,16
666792,40-60,True,0.20665789582785307,0.2669691741466522,0.40544154390357584,0.13607704639434814,0.6584652662277222,0.7933421471233909,0.2669691741466522,0.7929099180678947,0.9551053047180176,0.827919065952301,16,16,15,0,56,20,0,8,30
801907,40-60,True,0.6408032388159961,0.5256977081298828,0.6760879678826401,0.49826177954673767,0.7775581479072571,0.35919675842013893,0.5256977081298828,0.22013048699172688,0.7376886606216431,0.8228178024291992,10,12,13,0,42,13,3,7,24
1049926,40-60,True,0.26387038625756815,0.39399316906929016,0.6911480135559405,0.1504209339618683,0.570056140422821,0.7361296326305717,0.39399316906929016,0.5314843752721233,0.9110715389251709,0.8343378305435181,8,13,10,0,29,16,0,3,18
282411,40-60,True,0.812692097443485,0.26299160718917847,0.61365023510682,0.34829482436180115,0.4285692274570465,0.18730798705694438,0.26299160718917847,0.08522815342820189,0.9047631025314331,0.962195634841919,8,7,7,0,25,8,3,6,10
660957,40-60,True,0.06310370067631846,0.6633878350257874,0.9034193369274462,0.046337537467479706,0.7343077659606934,0.9368962797167671,0.6633878350257874,0.5181848824658053,0.7788848280906677,0.543306827545166,11,10,7,0,29,13,0,3,7
788484,40-60,True,0.15595937837657461,0.5211924910545349,1.2377150276636077,0.06567332148551941,0.4210924804210663,0.8440406908831406,0.5211924314498901,0.317422442214759,0.8620228171348572,0.8010179400444031,6,5,5,0,22,7,3,3,10
